Movie ID,Title,Year,Rated,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metacritic Rating,IMDb Rating,IMDb Votes,IMDb ID
The Ordeal of Dr. Mudd-1980,The Ordeal of Dr. Mudd,1980,NOT RATED,145 min,"Biography, Drama, History",Paul Wendkos,"Michael Berk, Douglas Schwartz","Dennis Weaver, Susan Sullivan, Richard Dysart, Michael McGuire",This is the story of the doctor whose farm John Wilkes Booth went to after assassinating Abraham Lincoln. Eventually he was wrongfully accused and tried and convicted as a member of the ...,English,USA,Nominated for 1 Golden Globe. Another 1 win & 1 nomination.,N/A,7.2,122,tt0081281
Orfeu-1999,Orfeu,1999,N/A,110 min,"Crime, Drama, Music, Romance",Carlos Diegues,"João Emanuel Carneiro, Carlos Diegues, Paulo Lins, Hamilton Vaz Pereira, Hermano Vianna, Vinicius de Moraes (play)","Toni Garrido, Patrícia França, Murilo Benício, Zezé Motta","In a dangerous but human Rio's slum, rises the love affair betwen Orfeu and Eurídice, provoking jealousy and violence in times of carnival.",Portuguese,Brazil,5 wins & 10 nominations.,52,5.5,822,tt0183613
Original Sin-2001,Original Sin,2001,R,116 min,"Drama, Mystery, Romance, Thriller",Michael Cristofer,"Cornell Woolrich (novel), Michael Cristofer (screenplay)","Antonio Banderas, Angelina Jolie, Thomas Jane, Jack Thompson","A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.","English, German, Japanese, Latin, Spanish","France, Mexico, USA",2 nominations.,33,6.1,"51,440",tt0218922
Orphans of the Storm-1921,Orphans of the Storm,1921,Not Rated,150 min,"Drama, History, Romance",D.W. Griffith,"Adolphe d'Ennery (novel), Eugène Cormon (novel), D.W. Griffith","Lillian Gish, Dorothy Gish, Joseph Schildkraut, Frank Losee","Two orphaned sisters are caught up in the turmoil of the French Revolution, encountering misery and love along the way.",English,USA,N/A,N/A,7.4,"4,497",tt0012532
Oscar-1991,Oscar,1991,PG,109 min,"Comedy, Crime",John Landis,"Claude Magnier (play), Michael Barrie (screenplay), Jim Mulholland (screenplay)","Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco","A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".","English, Italian",USA,3 nominations.,N/A,6.5,"28,217",tt0102603
The Out-of-Towners-1999,The Out-of-Towners,1999,PG-13,90 min,Comedy,Sam Weisman,"Neil Simon (based upon the screenplay by), Marc Lawrence (screenplay)","Steve Martin, Goldie Hawn, John Cleese, Mark McKinney","The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.",English,USA,1 win.,33,5.5,"12,351",tt0129280
The Outrage-1964,The Outrage,1964,Approved,96 min,"Crime, Drama, Western",Martin Ritt,"Michael Kanin (screenplay), Akira Kurosawa (screenplay ""Rashomon""), Ryûnosuke Akutagawa (stories), Fay Kanin (play), Michael Kanin (play)","Paul Newman, Laurence Harvey, Claire Bloom, Edward G. Robinson",Travelers in the 1870s Southwest discuss a recent murder trial in which all the principals told differing stories about the events.,"English, Spanish",USA,N/A,N/A,6.3,"1,770",tt0058437
Overboard-2018,Overboard,2018,PG-13,112 min,"Comedy, Romance",Rob Greenberg,"Bob Fisher (screenplay by), Rob Greenberg (screenplay by), Leslie Dixon (screenplay by), Leslie Dixon (story by)","Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah","After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.","English, Norwegian, Spanish, French","USA, Mexico",3 wins & 7 nominations.,42,6.0,"28,984",tt1563742
Oxford Blues-1984,Oxford Blues,1984,PG-13,97 min,"Comedy, Drama, Sport",Robert Boris,Robert Boris,"Rob Lowe, Ally Sheedy, Amanda Pays, Julian Sands","A young American hustler pursues the girl of his dreams to Oxford, where he must enroll to obtain her.",English,UK,N/A,N/A,5.3,"2,707",tt0087866
Pacific Rendezvous-1942,Pacific Rendezvous,1942,Passed,76 min,"Comedy, Drama, Mystery, War",George Sidney,"Harry Kurnitz (screenplay), P.J. Wolfson (screenplay), George Oppenheimer (screenplay)","Lee Bowman, Jean Rogers, Mona Maris, Carl Esmond","Anxious to see some naval action in the Pacific during WWII, Lt. Bill Gordon makes the mistake of telling his new girlfriend, ditzy Elaine Carter, that he was an expert in deciphering codes...",English,USA,N/A,N/A,6.0,110,tt0035167
Papillon-2018,Papillon,2018,N/A,N/A,Short,"Sophie Kern, Chloé Sauvêtre","Sophie Kern, Chloé Sauvêtre",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt8296448
Paradise-1991,Paradise,1991,PG-13,111 min,Drama,Mary Agnes Donoghue,Mary Agnes Donoghue (screenplay),"Melanie Griffith, Don Johnson, Elijah Wood, Thora Birch","Melanie Griffith and Don Johnson (at the time married to each other) play Lily and Ben Reed, a young couple torn apart by a family tragedy. It would take a miracle to rekindle their love ...",English,USA,1 win & 4 nominations.,N/A,6.7,"2,541",tt0102631
The Parent Trap-1998,The Parent Trap,1998,PG,128 min,"Adventure, Comedy, Drama, Family, Romance",Nancy Meyers,"Erich Kästner (book), David Swift (screenplay), Nancy Meyers (screenplay), Charles Shyer (screenplay)","Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","English, French",USA,2 wins & 7 nominations.,64,6.5,"111,634",tt0120783
Sheer Passion-1998,Sheer Passion,1998,R,93 min,Thriller,John Quinn,David Keith Miller,"Jodie Fisher, Clayton Norcross, Lisa Boyle, Shyra Deland","A lingerie model has been strangled inside a wealthy fashion designer's house, and the designer is the obvious suspect. When the police appear to be dragging their feet on the investigation...",English,USA,N/A,N/A,4.8,199,tt0148835
Peking Express-1951,Peking Express,1951,N/A,95 min,"Drama, Thriller, Action",William Dieterle,"John Meredyth Lucas (screenplay), Jules Furthman (adaptation), Harry Hervey (from a story by)","Joseph Cotten, Corinne Calvet, Edmund Gwenn, Marvin Miller",A group of refugees fleeing Chinese Communist rule via train are beset by a gang of terrifying outlaws.,English,USA,N/A,N/A,5.9,42,tt0043912
A Perfect Murder-1998,A Perfect Murder,1998,R,107 min,"Crime, Drama, Thriller",Andrew Davis,"Frederick Knott (play), Patrick Smith Kelly (screenplay)","Michael Douglas, Gwyneth Paltrow, Viggo Mortensen, David Suchet","A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder.","English, Arabic",USA,2 wins & 3 nominations.,50,6.5,"75,008",tt0120787
Pet Sematary-2019,Pet Sematary,2019,R,101 min,"Horror, Mystery, Thriller","Kevin Kölsch, Dennis Widmyer","Stephen King (based on the novel by), Matt Greenberg (screen story by), Jeff Buhler (screenplay by)","Jason Clarke, Amy Seimetz, John Lithgow, Jeté Laurence","Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.",English,"USA, Canada",1 win & 6 nominations.,57,5.8,"64,727",tt0837563
A Place in the Sun-1951,A Place in the Sun,1951,Passed,122 min,"Drama, Romance",George Stevens,"Theodore Dreiser (novel), Patrick Kearney (play), Michael Wilson (screenplay), Harry Brown (screenplay)","Montgomery Clift, Elizabeth Taylor, Shelley Winters, Anne Revere",A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,English,USA,Won 6 Oscars. Another 8 wins & 10 nominations.,76,7.8,"18,630",tt0043924
The Phantom of the Opera-2004,The Phantom of the Opera,2004,PG-13,143 min,"Drama, Musical, Romance, Thriller",Joel Schumacher,"Gaston Leroux (novel), Andrew Lloyd Webber (book), Andrew Lloyd Webber (screenplay), Joel Schumacher (screenplay)","Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson",A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.,"English, Italian","UK, USA",Nominated for 3 Oscars. Another 6 wins & 39 nominations.,40,7.3,"111,599",tt0293508
Picnic-2000,Picnic,2000,TV-PG,100 min,"Drama, Romance",Ivan Passer,"William Inge (play), Shelley Evans (teleplay)","Bonnie Bedelia, Josh Brolin, Ben Caswell, J.D. Evermore","The son of the richest man in town wants to marry the town's beauty queen, but then she meets an interesting stranger who just got off the train.",English,USA,N/A,N/A,5.1,185,tt0240804
Planet of the Apes-2001,Planet of the Apes,2001,PG-13,119 min,"Action, Adventure, Sci-Fi, Thriller",Tim Burton,"Pierre Boulle (novel), William Broyles Jr. (screenplay), Lawrence Konner (screenplay), Mark Rosenthal (screenplay)","Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan","In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",English,USA,Nominated for 2 BAFTA Film Awards. Another 10 wins & 27 nominations.,50,5.7,"204,113",tt0133152
The Plank-1979,The Plank,1979,N/A,28 min,"Comedy, Short",Eric Sykes,Eric Sykes,"Eric Sykes, Arthur Lowe, Lionel Blair, Henry Cooper","This is a pantomime about two construction workers, who discover that a plank is missing from the floor they are just building. They discover that two children have taken the plank and use ...",English,UK,1 win.,N/A,7.4,480,tt0079722
Pocketful of Miracles-1961,Pocketful of Miracles,1961,Approved,136 min,"Comedy, Drama",Frank Capra,"Hal Kanter (screenplay), Harry Tugend (screenplay), Robert Riskin (based on a screenplay by), Damon Runyon (story)","Glenn Ford, Bette Davis, Hope Lange, Arthur O'Connell",A New York gangster and his girlfriend attempt to turn street beggar Apple Annie into a society lady when the peddler learns her daughter is marrying royalty.,"English, American Sign Language, Spanish",USA,Nominated for 3 Oscars. Another 2 wins & 5 nominations.,N/A,7.2,"5,596",tt0055312
Point Break-2015,Point Break,2015,PG-13,114 min,"Action, Crime, Sport, Thriller",Ericson Core,"Kurt Wimmer (screenplay), Rick King (story), W. Peter Iliff (story), Kurt Wimmer (story), W. Peter Iliff, Rick King, W. Peter Iliff","Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.","English, French, Spanish","China, Germany, USA, Austria, Italy, Canada",2 wins & 3 nominations.,34,5.3,"55,073",tt2058673
Point of No Return-1993,Point of No Return,1993,R,109 min,"Action, Crime, Drama, Thriller",John Badham,"Luc Besson (film La Femme Nikita), Robert Getchell (screenplay), Alexandra Seros (screenplay)","Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Miguel Ferrer",A government fakes the death of a criminal to turn this young woman into a killer on its service.,"English, French",USA,N/A,N/A,6.1,"23,762",tt0107843
Poltergeist-2015,Poltergeist,2015,PG-13,93 min,"Horror, Thriller",Gil Kenan,"David Lindsay-Abaire (screenplay), Steven Spielberg (based on the 1982 motion picture entitled ""Poltergeist"" screenplay by), Michael Grais, Mark Victor, Steven Spielberg (based on the 1982 motion picture entitled ""Poltergeist"" story by)","Sam Rockwell, Rosemarie DeWitt, Saxon Sharbino, Kyle Catlett",A family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.,English,USA,1 win & 6 nominations.,47,4.9,"52,731",tt1029360
Porki-2010,Porki,2010,N/A,154 min,Action,M.D. Sridhar,Puri Jagannadh (original screenplay),"Darshan Thoogudeep, Pranitha, Avinash, Devaraj",A young undercover cop weeds out the mafia.,Kannada,India,N/A,N/A,4.9,108,tt1651934
Poseidon-2006,Poseidon,2006,PG-13,98 min,"Action, Adventure, Drama, Thriller",Wolfgang Petersen,"Mark Protosevich (screenplay), Paul Gallico (novel)","Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss","On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.","English, Spanish",USA,Nominated for 1 Oscar. Another 6 nominations.,50,5.6,"93,749",tt0409182
The Preacher's Wife-1996,The Preacher's Wife,1996,PG,123 min,"Comedy, Drama, Fantasy, Romance",Penny Marshall,"Robert Nathan (novel), Robert E. Sherwood (earlier screenplay), Leonardo Bercovici (earlier screenplay), Nat Mauldin (screenplay), Allan Scott (screenplay)","Denzel Washington, Whitney Houston, Courtney B. Vance, Gregory Hines",An angel comes to Earth to help a preacher save his church and his family.,English,USA,Nominated for 1 Oscar. Another 2 wins & 6 nominations.,N/A,5.6,"10,437",tt0117372
Premonition-2007,Premonition,2007,PG-13,96 min,"Drama, Fantasy, Mystery, Thriller",Mennan Yapo,Bill Kelly,"Sandra Bullock, Julian McMahon, Shyann McClure, Courtney Taylor Burness","A depressed woman learns that her husband was killed in a car accident the previous day, then awakens the next morning to find him alive and well at home; then awakens the day after that to find that he's dead.",English,USA,2 nominations.,29,5.9,"70,487",tt0477071
Pride & Prejudice-2005,Pride & Prejudice,2005,PG,129 min,"Drama, Romance",Joe Wright,"Jane Austen (novel), Deborah Moggach (screenplay)","Keira Knightley, Talulah Riley, Rosamund Pike, Jena Malone","Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome his or her own pride and prejudice?",English,"France, UK, USA",Nominated for 4 Oscars. Another 13 wins & 54 nominations.,82,7.8,"236,389",tt0414387
The Prime Minister-1941,The Prime Minister,1941,APPROVED,94 min,"Biography, Drama, History",Thorold Dickinson,"Michael Hogan (screenplay), Brock Williams (screenplay)","John Gielgud, Diana Wynyard, Will Fyffe, Owen Nares","The biopic of the legendary Benjamin Disraeli, his rise from a foppish young novelist to a prime minister of England and confidante of Queen Victoria.",English,UK,N/A,N/A,5.7,170,tt0034065
The Prince and the Pauper: The Movie-2007,The Prince and the Pauper: The Movie,2007,PG,92 min,"Action, Comedy, Family",James Quattrochi,"Jeffrey Hatcher, Amanda Moresco","Cole Sprouse, Dylan Sprouse, Kay Panabaker, Vincent Spano","A modern day telling of the Mark Twain classic, The Prince and the Pauper.",English,USA,N/A,N/A,5.3,791,tt0874424
The Prisoner of Zenda-1979,The Prisoner of Zenda,1979,PG,108 min,"Adventure, Comedy",Richard Quine,"Dick Clement (screenplay), Ian La Frenais (screenplay), Anthony Hope (novel), Edward E. Rose (dramatisation)","Peter Sellers, Lynne Frederick, Lionel Jeffries, Elke Sommer","Anthony Hope's classic tale gets a decidedly 'un-classic' treatment at the hands of Peter Sellers. Following the story somewhat, friends of the new King Rudolph of Ruritania fear for his ...",English,USA,N/A,N/A,5.1,957,tt0079753
The Producers-2005,The Producers,2005,PG-13,134 min,"Comedy, Musical",Susan Stroman,"Mel Brooks (screenplay), Thomas Meehan (screenplay), Mel Brooks, Mel Brooks, Thomas Meehan, Mel Brooks","Nathan Lane, Matthew Broderick, Uma Thurman, Will Ferrell","After putting together another Broadway flop, down-on-his-luck Producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.",English,USA,Nominated for 4 Golden Globes. Another 1 win & 13 nominations.,52,6.3,"39,177",tt0395251
Prom Night-2008,Prom Night,2008,PG-13,88 min,"Horror, Mystery",Nelson McCormick,J.S. Cardone,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis","Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.","English, Italian","USA, Canada",1 win & 3 nominations.,17,3.9,"32,516",tt0926129
Psycho-1998,Psycho,1998,R,105 min,"Horror, Mystery, Thriller",Gus Van Sant,"Robert Bloch (novel), Joseph Stefano (screenplay)","Vince Vaughn, Anne Heche, Julianne Moore, Viggo Mortensen","A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own.",English,USA,4 wins & 5 nominations.,47,4.6,"43,942",tt0155975
